fund_symbol,price_year,avg_open,avg_high,avg_low,avg_close,avg_adj_close,avg_transaction_price,avg_transaction_volume,avg_transaction_value,yearly_risk,yearly_loss
CSM,2010,25.87952380952381,26.01615079365079,25.691071428571426,25.88047619047619,22.481190476190477,22.481190476190477,40414.28571428572,906725.5079365079,0.011301980182644658,-0.03799849510910447
CSM,2011,29.053809523809527,29.235277777777778,28.83702380952381,29.054365079365077,25.40511904761905,25.40511904761905,43861.11111111111,1116891.492063492,0.014511663129540095,-0.06819839533187455
CSM,2012,31.4666,31.58644,31.33708,31.4776,27.72568,27.72568,27508.8,748438.28,0.008344759504551777,-0.023865546218487466
CSM,2013,38.70019841269841,38.88186507936508,38.548769841269845,38.719682539682545,34.413690476190474,34.413690476190474,42067.46031746032,1445433.0317460317,0.006953863810862739,-0.023165018219677314
CSM,2014,46.86654761904762,47.05257936507937,46.67007936507937,46.86515873015873,42.25468253968254,42.25468253968254,56076.19047619047,2395300.0555555555,0.007025219907668414,-0.02332704995287449
CSM,2015,49.921349206349205,50.16916666666666,49.56075396825397,49.90988095238096,45.663849206349205,45.663849206349205,61834.920634920636,2810561.6825396824,0.010190230596060123,-0.04686843211433367
CSM,2016,51.156706349206345,51.39083333333333,50.972658730158734,51.214087301587305,47.68051587301587,47.68051587301587,36907.142857142855,1780619.603174603,0.00848441448898504,-0.033294392523364524
CSM,2017,60.63980079681275,60.784621513944224,60.47159362549801,60.64772908366534,57.29525896414343,57.29525896414343,33780.876494023905,1914576.2390438246,0.004408311647097083,-0.01835016835016834
CSM,2018,68.22175298804781,68.56776892430278,67.8176892430279,68.18414342629482,65.26,65.26,37516.73306772908,2409505.96812749,0.010844756710800712,-0.03913551401869164
CSM,2019,70.0338492063492,70.32079365079365,69.7809126984127,70.0797619047619,68.12448412698413,68.12448412698413,26721.825396825396,1800709.869047619,0.007899166542175304,-0.029921259842519587
CSM,2020,73.71762845849803,74.2599209486166,73.17264822134388,73.74375494071145,72.84403162055337,72.84403162055337,35471.93675889328,2408591.1106719365,0.022212222804880423,-0.11594434671357745
CSML,2017,26.253773584905662,26.361069182389937,26.069622641509433,26.1951572327044,25.15056603773585,25.15056603773585,104386.7924528302,2635648.8805031446,0.008130069702530593,-0.02859412231930103
CSML,2018,27.678645418326695,27.849482071713147,27.446852589641434,27.63625498007968,26.640916334661355,26.640916334661355,95103.18725099602,2503930.693227092,0.011197176886889908,-0.050820953870211016
CSML,2019,25.240515873015873,25.388055555555557,25.110753968253967,25.254047619047622,24.648849206349208,24.648849206349208,52464.68253968254,1286306.0753968253,0.011064908017464858,-0.03791469194312802
CSML,2020,23.088616600790512,23.29592885375494,22.87300395256917,23.098656126482215,22.7898023715415,22.7898023715415,19607.114624505928,450742.2924901186,0.028948746156731618,-0.14084507042253525
CTEC,2020,18.842954545454546,19.061363636363637,18.56681818181818,18.787954545454543,18.775454545454547,18.775454545454547,77650.0,1492217.6136363635,0.021783980305757216,-0.030089628681177927
CURE,2011,4.099424460431655,4.155107913669064,4.035755395683453,4.096115107913669,3.881294964028777,3.881294964028777,29761.15107913669,114273.20863309353,0.0449865407077201,-0.12702702702702706
CURE,2012,5.74512,5.776479999999999,5.6894,5.73832,5.55788,5.55788,19104.0,112478.496,0.02064680881854772,-0.06438631790744453
CURE,2013,12.206071428571429,12.363134920634922,12.015198412698412,12.19595238095238,11.824722222222222,11.824722222222222,174984.12698412698,2110383.111111111,0.022775299220854302,-0.07061688311688319
CURE,2014,23.354801587301587,23.69595238095238,22.917777777777776,23.322777777777777,22.894444444444442,22.894444444444442,311212.6984126984,7409731.603174604,0.02690628860139913,-0.0965937976614134
CURE,2015,35.5206746031746,36.154246031746034,34.70087301587302,35.47071428571429,34.81880952380953,34.81880952380953,484809.5238095238,16644839.107142856,0.03355486596202012,-0.1192293711377681
